,metric,mean,std
0,teacher_acc,0.7729432001888754,0.16531194189078985
1,student_acc,0.7240140810785661,0.18183276579949742
2,baseline_acc,0.7476265429621192,0.1775255936491011
3,agreement,0.8011983306778628,0.1549370147396997
4,teacher_auc,0.781146726092987,0.1591144239315252
5,student_auc,0.7481155869021188,0.16412530909907969
6,baseline_auc,0.7564010792425323,0.16179895945524622
7,kl,0.9674661115419515,0.9634755236006833
