,metric,mean,std
0,teacher_acc,0.8260913533820357,0.15652333254968542
1,student_acc,0.7851540153188852,0.1795460336420576
2,baseline_acc,0.7915783030786602,0.17286317609263455
3,agreement,0.8525408658245175,0.1569956485697112
4,teacher_auc,0.8463370023836316,0.14390527514650808
5,student_auc,0.8141318149400694,0.15688047663102803
6,baseline_auc,0.8085738301104795,0.15757326309777492
7,kl,0.6141908053936455,0.8538391217051498
