,metric,mean,std
0,teacher_acc,0.7267545181276757,0.15307069572175377
1,student_acc,0.7089519359845032,0.1539312132141083
2,baseline_acc,0.7158068363154946,0.1568866766740807
3,agreement,0.8157564172861612,0.11542972286899184
4,teacher_auc,0.707502780273018,0.1521176518599251
5,student_auc,0.6862814463953124,0.16190095024052925
6,baseline_auc,0.6926083191895952,0.1602975147258958
7,kl,0.6940077449173429,0.6089646235648919
